 net9            v(Vbn)          i(Vout)         i(Vout1)        v(b6)           v(b5)           v(b4)           v(b3)           v(b2)           v(b1)           v(b0)           v(b0out)        v(b1out)        v(b6out)       
 9.17713775e-01  3.99476645e-01  1.04866507e-07  1.02653753e-07  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.32533651e-09  3.99476648e-01  3.99476648e-01 
 9.01304607e-01  3.99477982e-01  1.05894966e-07  1.03671475e-07  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.99477985e-01  3.99477985e-01  3.99477985e-01 
 9.18247707e-01  3.99476628e-01  1.06763044e-07  1.04530670e-07  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.32533651e-09  3.32533651e-09  3.99476630e-01 
 9.01623015e-01  3.99478056e-01  1.07791879e-07  1.05549119e-07  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.99478058e-01  3.32533658e-09  3.99478058e-01 
 9.01895225e-01  3.99477930e-01  1.08729548e-07  1.06477340e-07  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.32533658e-09  3.99477933e-01  3.99477933e-01 
 8.89033296e-01  3.99479289e-01  1.09744354e-07  1.07482162e-07  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.99479291e-01  3.99479291e-01  3.99479291e-01 
 9.43101907e-01  3.99475423e-01  1.10490171e-07  1.08220808e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.32533644e-09  3.32533644e-09  3.99475425e-01 
 9.19146745e-01  3.99476662e-01  1.11539130e-07  1.09259626e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.99476664e-01  3.32533651e-09  3.99476664e-01 
 9.19396487e-01  3.99476737e-01  1.12487260e-07  1.10198805e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.32533651e-09  3.99476739e-01  3.99476739e-01 
 9.02554397e-01  3.99477971e-01  1.13518642e-07  1.11220447e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.99477973e-01  3.99477973e-01  3.99477973e-01 
 9.19892733e-01  3.99476632e-01  1.14375353e-07  1.12069232e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.32533651e-09  3.32533651e-09  3.99476634e-01 
 9.02840379e-01  3.99478000e-01  1.15412036e-07  1.13096403e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.99478002e-01  3.32533664e-09  3.99478002e-01 
 9.03103586e-01  3.99477970e-01  1.16352375e-07  1.14028292e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.32533664e-09  3.99477972e-01  3.99477972e-01 
 8.89989044e-01  3.99479394e-01  1.17371887e-07  1.15038766e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.99479397e-01  3.99479397e-01  3.99479397e-01 
 9.20880543e-01  3.99476668e-01  1.18140111e-07  1.15800254e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.32533651e-09  3.32533651e-09  3.99476670e-01 
 9.03530950e-01  3.99478035e-01  1.19182327e-07  1.16833434e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.99478037e-01  3.32533658e-09  3.99478037e-01 
 9.03758066e-01  3.99478040e-01  1.20120811e-07  1.17763905e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.32533658e-09  3.99478042e-01  3.99478042e-01 
 8.90485941e-01  3.99479299e-01  1.21147929e-07  1.18782351e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.99479301e-01  3.99479301e-01  3.99479301e-01 
 9.04202483e-01  3.99477994e-01  1.21992011e-07  1.19619469e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.32533658e-09  3.32533658e-09  3.99477996e-01 
 8.90771580e-01  3.99479279e-01  1.23022655e-07  1.20641686e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.99479281e-01  3.32533665e-09  3.99479281e-01 
 8.91005982e-01  3.99479380e-01  1.23952136e-07  1.21563579e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.32533666e-09  3.99479382e-01  3.99479382e-01 
 8.80158778e-01  3.99480550e-01  1.24965682e-07  1.22569101e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.99480552e-01  3.99480552e-01  3.99480552e-01 
