 b0              v(Vbn)          i(Vout)         i(Vout1)        v(b6)           v(b5)           v(b4)           v(b3)           v(b2)           v(b1)           v(b0)           v(b0out)        v(b1out)        v(b6out)       
 1.80000000e+00  3.95962146e-01  3.01917282e-08  2.92919822e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.95962148e-01  3.95962148e-01  3.35830142e-09 
 0.00000000e+00  3.95960775e-01  3.10591281e-08  3.01459551e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.38146537e-09  3.20679024e-09  3.35830131e-09 
 1.80000000e+00  3.95962127e-01  3.19619381e-08  3.10350146e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95962129e-01  3.20679027e-09  3.35830146e-09 
 0.00000000e+00  3.95962112e-01  3.28956524e-08  3.19544000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.38146543e-09  3.95962114e-01  3.35830147e-09 
 1.80000000e+00  3.95963540e-01  3.37877993e-08  3.28329719e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.95963543e-01  3.95963543e-01  3.35830152e-09 
 0.00000000e+00  3.95960698e-01  3.43524026e-08  3.33891563e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38146537e-09  3.20679024e-09  3.35830136e-09 
 1.80000000e+00  3.95962188e-01  3.52704835e-08  3.42938051e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.95962190e-01  3.20679028e-09  3.35830142e-09 
 0.00000000e+00  3.95962113e-01  3.62079652e-08  3.52176670e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.38146548e-09  3.95962115e-01  3.35830146e-09 
 1.80000000e+00  3.95963590e-01  3.71106282e-08  3.61072381e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.95963592e-01  3.95963592e-01  3.35830157e-09 
 0.00000000e+00  3.95962217e-01  3.79542693e-08  3.69387152e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.38146543e-09  3.20679022e-09  3.35830141e-09 
 1.80000000e+00  3.95963578e-01  3.88530616e-08  3.78248046e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95963580e-01  3.20679032e-09  3.35830156e-09 
 0.00000000e+00  3.95963502e-01  3.97776608e-08  3.87364167e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.38146548e-09  3.95963504e-01  3.35830156e-09 
 1.80000000e+00  3.95964908e-01  4.06671547e-08  3.96134396e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.95964910e-01  3.95964911e-01  3.35830160e-09 
 0.00000000e+00  3.95960761e-01  4.13408308e-08  4.02776976e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38146537e-09  3.20679018e-09  3.35830131e-09 
 1.80000000e+00  3.95962218e-01  4.22585598e-08  4.11826164e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.95962220e-01  3.20679022e-09  3.35830141e-09 
 0.00000000e+00  3.95962172e-01  4.31912744e-08  4.21029398e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.38146543e-09  3.95962175e-01  3.35830142e-09 
 1.80000000e+00  3.95963541e-01  4.40940465e-08  4.29933920e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.95963543e-01  3.95963543e-01  3.35830156e-09 
 0.00000000e+00  3.95962176e-01  4.49333739e-08  4.38213732e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.38146543e-09  3.20679028e-09  3.35830141e-09 
 1.80000000e+00  3.95963556e-01  4.58487440e-08  4.47243167e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95963558e-01  3.20679026e-09  3.35830156e-09 
 0.00000000e+00  3.95963511e-01  4.67810006e-08  4.56442137e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.38146549e-09  3.95963513e-01  3.35830151e-09 
 1.80000000e+00  3.95964898e-01  4.76808506e-08  4.65321079e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.95964900e-01  3.95964900e-01  3.35830166e-09 
 0.00000000e+00  3.95962124e-01  4.81869974e-08  4.70316337e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38146543e-09  3.20679028e-09  3.35830147e-09 
 1.80000000e+00  3.95963574e-01  4.91104456e-08  4.79426916e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.95963576e-01  3.20679031e-09  3.35830151e-09 
 0.00000000e+00  3.95963523e-01  5.00402844e-08  4.88608691e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.38146549e-09  3.95963525e-01  3.35830156e-09 
 1.80000000e+00  3.95964931e-01  5.09482982e-08  4.97568777e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.95964933e-01  3.95964933e-01  3.35830165e-09 
 0.00000000e+00  3.95963581e-01  5.17713681e-08  5.05690707e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.38146554e-09  3.20679032e-09  3.35830156e-09 
 1.80000000e+00  3.95964942e-01  5.26793067e-08  5.14656051e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95964944e-01  3.20679035e-09  3.35830160e-09 
 0.00000000e+00  3.95964919e-01  5.36007561e-08  5.23750998e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.38146559e-09  3.95964921e-01  3.35830160e-09 
 1.80000000e+00  3.95966254e-01  5.44975964e-08  5.32603934e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.95966256e-01  3.95966257e-01  3.35830175e-09 
 0.00000000e+00  3.95959382e-01  5.75519371e-08  5.62759510e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38146532e-09  3.20679020e-09  3.95959384e-01 
 1.80000000e+00  3.95960794e-01  5.84273010e-08  5.71403547e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.95960796e-01  3.20679024e-09  3.95960796e-01 
 0.00000000e+00  3.95960798e-01  5.93493130e-08  5.80507873e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.38146538e-09  3.95960800e-01  3.95960800e-01 
 1.80000000e+00  3.95962232e-01  6.02141498e-08  5.89047602e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.95962235e-01  3.95962235e-01  3.95962235e-01 
 0.00000000e+00  3.95960804e-01  6.10915601e-08  5.97712528e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.38146538e-09  3.20679024e-09  3.95960806e-01 
 1.80000000e+00  3.95962205e-01  6.19726401e-08  6.06412556e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95962208e-01  3.20679028e-09  3.95962208e-01 
 0.00000000e+00  3.95962169e-01  6.28925586e-08  6.15498124e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.38146543e-09  3.95962171e-01  3.95962171e-01 
 1.80000000e+00  3.95963600e-01  6.37614575e-08  6.24080201e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.95963602e-01  3.95963602e-01  3.95963602e-01 
 0.00000000e+00  3.95960800e-01  6.43485869e-08  6.29877945e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38146538e-09  3.20679024e-09  3.95960802e-01 
 1.80000000e+00  3.95962246e-01  6.52381919e-08  6.38665369e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.95962248e-01  3.20679028e-09  3.95962248e-01 
 0.00000000e+00  3.95962193e-01  6.61623776e-08  6.47792433e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.38146549e-09  3.95962195e-01  3.95962195e-01 
 1.80000000e+00  3.95963632e-01  6.70452800e-08  6.56513066e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.95963634e-01  3.95963634e-01  3.95963634e-01 
 0.00000000e+00  3.95962191e-01  6.78908605e-08  6.64867343e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.38146543e-09  3.20679028e-09  3.95962193e-01 
 1.80000000e+00  3.95963635e-01  6.87757418e-08  6.73607872e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95963637e-01  3.20679032e-09  3.95963637e-01 
 0.00000000e+00  3.95963555e-01  6.96976962e-08  6.82714472e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.38146554e-09  3.95963557e-01  3.95963557e-01 
 1.80000000e+00  3.95964929e-01  7.05783852e-08  6.91414073e-08  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.95964931e-01  3.95964931e-01  3.95964931e-01 
 0.00000000e+00  3.95960848e-01  7.13126184e-08  6.98667293e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38146538e-09  3.20679024e-09  3.95960850e-01 
 1.80000000e+00  3.95962201e-01  7.22183601e-08  7.07615726e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.95962203e-01  3.20679022e-09  3.95962203e-01 
 0.00000000e+00  3.95962181e-01  7.31473991e-08  7.16793238e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.38146543e-09  3.95962184e-01  3.95962184e-01 
 1.80000000e+00  3.95963541e-01  7.40373706e-08  7.25583931e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.95963543e-01  3.95963543e-01  3.95963543e-01 
 0.00000000e+00  3.95962177e-01  7.48840743e-08  7.33948866e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.38146543e-09  3.20679022e-09  3.95962179e-01 
 1.80000000e+00  3.95963574e-01  7.57849549e-08  7.42848982e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95963576e-01  3.20679032e-09  3.95963576e-01 
 0.00000000e+00  3.95963513e-01  7.67080675e-08  7.51968230e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.38146548e-09  3.95963515e-01  3.95963515e-01 
 1.80000000e+00  3.95964934e-01  7.75914733e-08  7.60695826e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.95964937e-01  3.95964937e-01  3.95964937e-01 
 0.00000000e+00  3.95962191e-01  7.81116614e-08  7.65835892e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38146543e-09  3.20679028e-09  3.95962193e-01 
 1.80000000e+00  3.95963632e-01  7.90154427e-08  7.74763009e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.95963634e-01  3.20679032e-09  3.95963634e-01 
 0.00000000e+00  3.95963562e-01  7.99310145e-08  7.83810776e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.38146548e-09  3.95963564e-01  3.95963564e-01 
 1.80000000e+00  3.95964963e-01  8.08194814e-08  7.92589816e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.95964965e-01  3.95964965e-01  3.95964965e-01 
 0.00000000e+00  3.95963575e-01  8.16394249e-08  8.00690856e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.38146548e-09  3.20679026e-09  3.95963577e-01 
 1.80000000e+00  3.95965014e-01  8.25311172e-08  8.09499170e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95965016e-01  3.20679035e-09  3.95965016e-01 
 0.00000000e+00  3.95964951e-01  8.34397410e-08  8.18478014e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.38146554e-09  3.95964953e-01  3.95964953e-01 
 1.80000000e+00  3.95966366e-01  8.43200415e-08  8.27174773e-08  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.95966368e-01  3.95966368e-01  3.95966368e-01 
 0.00000000e+00  3.95960815e-01  8.38205267e-08  8.22240480e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38146538e-09  3.20679018e-09  3.95960818e-01 
 1.80000000e+00  3.95962218e-01  8.47279286e-08  8.31205540e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.95962220e-01  3.20679028e-09  3.95962220e-01 
 0.00000000e+00  3.95962186e-01  8.56431474e-08  8.40249186e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.38146543e-09  3.95962188e-01  3.95962188e-01 
 1.80000000e+00  3.95963545e-01  8.65335117e-08  8.49046131e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.95963547e-01  3.95963547e-01  3.95963547e-01 
 0.00000000e+00  3.95962195e-01  8.73680737e-08  8.57292406e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.38146543e-09  3.20679022e-09  3.95962197e-01 
 1.80000000e+00  3.95963615e-01  8.82657971e-08  8.66161969e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95963617e-01  3.20679032e-09  3.95963617e-01 
 0.00000000e+00  3.95963563e-01  8.91753840e-08  8.75150903e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.38146548e-09  3.95963565e-01  3.95963565e-01 
 1.80000000e+00  3.95964944e-01  9.00556425e-08  8.83846241e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.95964946e-01  3.95964946e-01  3.95964946e-01 
 0.00000000e+00  3.95962207e-01  9.05724453e-08  8.88953622e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38146543e-09  3.20679022e-09  3.95962209e-01 
 1.80000000e+00  3.95963605e-01  9.14842097e-08  8.97964583e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.95963607e-01  3.20679032e-09  3.95963607e-01 
 0.00000000e+00  3.95963518e-01  9.24047406e-08  9.07058677e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.38146554e-09  3.95963520e-01  3.95963520e-01 
