 b0              v(Vbn)          i(Vout)         i(Vout1)        v(b6)           v(b5)           v(b4)           v(b3)           v(b2)           v(b1)           v(b0)           v(b0out)        v(b1out)        v(b6out)       
 0.00000000e+00  3.94566436e-01  1.22792216e-11  8.31335001e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.58577368e-09  3.29639465e-09  3.26517617e-09 
 1.80000000e+00  3.94567782e-01  7.83653478e-10  8.19582624e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.94567784e-01  3.29639473e-09  3.26517631e-09 
 0.00000000e+00  3.94567824e-01  1.62947274e-09  1.68935799e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.58577377e-09  3.94567826e-01  3.26517631e-09 
 1.80000000e+00  3.94569222e-01  2.45625708e-09  2.52684629e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.94569224e-01  3.94569224e-01  3.26517646e-09 
 0.00000000e+00  3.94567830e-01  3.13436933e-09  3.20748939e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.58577383e-09  3.29639473e-09  3.26517631e-09 
 1.80000000e+00  3.94569225e-01  3.98487398e-09  4.05539424e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.94569227e-01  3.29639481e-09  3.26517646e-09 
 0.00000000e+00  3.94569246e-01  4.85582676e-09  4.91823471e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.58577397e-09  3.94569248e-01  3.26517646e-09 
 1.80000000e+00  3.94570719e-01  5.71632075e-09  5.76714854e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.94570721e-01  3.94570721e-01  3.26517662e-09 
 0.00000000e+00  3.94567877e-01  6.94886332e-09  6.97775704e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.58577383e-09  3.29639473e-09  3.26517627e-09 
 1.80000000e+00  3.94569322e-01  7.83262773e-09  7.84308440e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.94569324e-01  3.29639475e-09  3.26517647e-09 
 0.00000000e+00  3.94569296e-01  8.72043616e-09  8.71030181e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.58577394e-09  3.94569298e-01  3.26517648e-09 
 1.80000000e+00  3.94570696e-01  9.60396117e-09  9.57214752e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.94570698e-01  3.94570698e-01  3.26517660e-09 
 0.00000000e+00  3.94569302e-01  1.02571457e-08  1.02081970e-08  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.58577398e-09  3.29639481e-09  3.26517646e-09 
 1.80000000e+00  3.94570716e-01  1.11426430e-08  1.10696448e-08  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.94570718e-01  3.29639484e-09  3.26517661e-09 
 0.00000000e+00  3.94570735e-01  1.20297628e-08  1.19317605e-08  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.58577408e-09  3.94570737e-01  3.26517663e-09 
 1.80000000e+00  3.94572137e-01  1.29173229e-08  1.27936062e-08  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.94572139e-01  3.94572140e-01  3.26517676e-09 
 0.00000000e+00  3.94567803e-01  1.34625590e-08  1.33225484e-08  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.58577383e-09  3.29639473e-09  3.26517632e-09 
 1.80000000e+00  3.94569249e-01  1.43708406e-08  1.42033514e-08  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.94569251e-01  3.29639481e-09  3.26517646e-09 
 0.00000000e+00  3.94569265e-01  1.52654525e-08  1.50703556e-08  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.58577392e-09  3.94569267e-01  3.26517647e-09 
 1.80000000e+00  3.94570634e-01  1.61628347e-08  1.59394489e-08  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.94570636e-01  3.94570637e-01  3.26517660e-09 
 0.00000000e+00  3.94569235e-01  1.68172172e-08  1.65729119e-08  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.58577398e-09  3.29639481e-09  3.26517646e-09 
 1.80000000e+00  3.94570697e-01  1.77246097e-08  1.74509722e-08  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.94570699e-01  3.29639489e-09  3.26517660e-09 
 0.00000000e+00  3.94570640e-01  1.86150777e-08  1.83126332e-08  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.58577411e-09  3.94570642e-01  3.26517660e-09 
 1.80000000e+00  3.94572108e-01  1.95087414e-08  1.91767953e-08  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.94572110e-01  3.94572111e-01  3.26517675e-09 
