 net8            v(Vbn)          i(Vout)         i(Vout1)        v(b6)           v(b5)           v(b4)           v(b3)           v(b2)           v(b1)           v(b0)           v(b0out)        v(b1out)        v(b6out)       
 9.46940837e-01  3.59960026e-01  2.54155804e-08  2.41474754e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.37249338e-09  3.44917437e-09  3.59960028e-01 
 9.24876582e-01  3.59961735e-01  3.52619414e-08  3.38235539e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.59961737e-01  3.44917435e-09  3.59961737e-01 
 9.24464373e-01  3.59961724e-01  3.54690427e-08  3.40277724e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.37249344e-09  3.59961727e-01  3.59961726e-01 
 9.08413016e-01  3.59963347e-01  4.42365906e-08  4.26613419e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.59963350e-01  3.59963350e-01  3.59963350e-01 
 9.24460122e-01  3.59961734e-01  3.54723891e-08  3.40310723e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.37249344e-09  3.44917436e-09  3.59961736e-01 
 9.08409665e-01  3.59963416e-01  4.42401024e-08  4.26644590e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.59963419e-01  3.44917441e-09  3.59963419e-01 
 9.08095651e-01  3.59963233e-01  4.44263025e-08  4.28483402e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.37249348e-09  3.59963236e-01  3.59963236e-01 
 8.95483775e-01  3.59964943e-01  5.23846598e-08  5.06929452e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.59964945e-01  3.59964945e-01  3.59964945e-01 
 9.24784689e-01  3.59961776e-01  3.53118001e-08  3.38727477e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.37249344e-09  3.44917442e-09  3.59961778e-01 
 9.08658563e-01  3.59963508e-01  4.40948796e-08  4.25219537e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.59963510e-01  3.44917446e-09  3.59963510e-01 
 9.08342888e-01  3.59963445e-01  4.42822486e-08  4.27063318e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.37249349e-09  3.59963448e-01  3.59963448e-01 
 8.95684445e-01  3.59964986e-01  5.22516986e-08  5.05623411e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.59964988e-01  3.59964988e-01  3.59964988e-01 
 9.08339901e-01  3.59963425e-01  4.42849885e-08  4.27092790e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.37249349e-09  3.44917440e-09  3.59963427e-01 
 8.95681843e-01  3.59964993e-01  5.22547953e-08  5.05651300e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.59964996e-01  3.44917444e-09  3.59964996e-01 
 8.95427223e-01  3.59964987e-01  5.24255691e-08  5.07340151e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.37249360e-09  3.59964990e-01  3.59964990e-01 
 8.85018308e-01  3.59966571e-01  5.97595887e-08  5.79673217e-08  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.59966574e-01  3.59966574e-01  3.59966574e-01 
 9.24588357e-01  3.59961685e-01  3.54149079e-08  3.39742966e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.37249344e-09  3.44917441e-09  3.59961688e-01 
 9.08508088e-01  3.59963401e-01  4.41884730e-08  4.26142691e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.59963403e-01  3.44917445e-09  3.59963403e-01 
 9.08193321e-01  3.59963290e-01  4.43756681e-08  4.27981095e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.37249349e-09  3.59963292e-01  3.59963292e-01 
 8.95562854e-01  3.59965057e-01  5.23378157e-08  5.06473806e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.59965060e-01  3.59965060e-01  3.59965060e-01 
 9.08190127e-01  3.59963390e-01  4.43784954e-08  4.28013552e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.37249349e-09  3.44917440e-09  3.59963393e-01 
 8.95560334e-01  3.59965035e-01  5.23412960e-08  5.06501626e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.59965037e-01  3.44917444e-09  3.59965037e-01 
 8.95306447e-01  3.59964897e-01  5.25118127e-08  5.08185133e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.37249354e-09  3.59964899e-01  3.59964899e-01 
 8.84916708e-01  3.59966530e-01  5.98399766e-08  5.80462444e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.59966533e-01  3.59966533e-01  3.59966532e-01 
 9.08437935e-01  3.59963492e-01  4.42342442e-08  4.26590223e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.37249349e-09  3.44917446e-09  3.59963494e-01 
 8.95761293e-01  3.59965149e-01  5.22086320e-08  5.05200297e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  3.59965151e-01  3.44917444e-09  3.59965151e-01 
 8.95506408e-01  3.59965081e-01  5.23804619e-08  5.06886277e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.37249355e-09  3.59965083e-01  3.59965083e-01 
 8.85084787e-01  3.59966658e-01  5.97178208e-08  5.79261102e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  3.59966661e-01  3.59966661e-01  3.59966660e-01 
 8.95503828e-01  3.59965046e-01  5.23829592e-08  5.06915944e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  3.37249355e-09  3.44917444e-09  3.59965048e-01 
 8.85082735e-01  3.59966581e-01  5.97206708e-08  5.79287004e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.59966584e-01  3.44917449e-09  3.59966583e-01 
 8.84869431e-01  3.59966538e-01  5.98790656e-08  5.80849143e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.37249367e-09  3.59966541e-01  3.59966541e-01 
 8.76029175e-01  3.59968377e-01  6.67027389e-08  6.48180846e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.59968379e-01  3.59968379e-01  3.59968379e-01 
